TITLE,CITED BY,YEAR
"L Straub, KF Huybrechts, BT Bateman, H Mogun, KJ Gray, LB Holmes, ...",,
"American Journal of Epidemiology 188 (11), 1892-1901",,
Oral Fluconazole Use in the First Trimester and Risk of Congenital Malformations,,2019
"K Gray, L Straub, K Huybrechts",,
Validation of ICD-9-CM coding algorithms to identify non-live birth outcomes in an automated database,1,2019
"Y Zhu, K Gray, BT Bateman, S Hernandez-Diaz, L Straub, RM Reimers, ...",,
"PHARMACOEPIDEMIOLOGY AND DRUG SAFETY 28, 236-236",,
"Determinants of missing or delayed prenatal screening in Florida, New Jersey, and Texas Medicaid populations 1999 to 2010",,2019
"TN Thai, C Henriksen, KJ Gray, BT Bateman, S Hernandez-Diaz, Y Zhu, ...",,
"PHARMACOEPIDEMIOLOGY AND DRUG SAFETY 28, 372-372",,
Fetal phenotypes emerge as genetic technologies become robust,53,2019
"KJ Gray, LE Wilkins‐Haug, NJ Herrig, NL Vora",,
"Prenatal diagnosis 39 (9), 811-817",,
Oral Fluconazole Use in Pregnancy and the Risk of Birth Defects,,2019
"Y Zhu, BT Bateman, S Hernandez-Diaz, KJ Gray, H Mogun, ...",,
"PHARMACOEPIDEMIOLOGY AND DRUG SAFETY 28, 14-15",,
Toxic ingestion of acetaminophen and acetylsalicylic acid in a parturient at 33 weeks gestation: a case report,2,2019
"SC Reale, KJ Gray, EW Boyer, DY Arce, MK Farber",,
"A&A Practice 12 (9), 302-304",,
Dysfunctional Mitochondrial Fatty Acid Oxidation Precedes the Development of Early-Onset Preeclampsia.,,2019
"KJ Gray, DE Cantonwine, TF McElrath, R Saxena",,
"REPRODUCTIVE SCIENCES 26, 114A-114A",,
"AP39, a modulator of mitochondrial bioenergetics, reduces antiangiogenic response and oxidative stress in hypoxia-exposed trophoblasts: relevance for preeclampsia pathogenesis",77,2019
"AE Covarrubias, E Lecarpentier, A Lo, S Salahuddin, KJ Gray, ...",,
"The American journal of pathology 189 (1), 104-114",,
